growth_rate,Conductance,Time_s,Temperature ( in C ),Catalyst Layer Thickness ( in nm ),Run_ID,Status_of_Exp,,,,,
3.445,0.000206063,2430,625,2,1,Success,,,,,
3.701,0.000203889,2432,625,2,1,Success,,,,,
3.884,0.000204844,2434,625,2,1,Success,,,,,
4.043,0.000203786,2436,625,2,1,Success,,,,,
4.144,0.000203325,2438,625,2,1,Success,,,,,
3.902,0.000203622,2440,625,2,1,Success,,,,,
3.699,0.00020343,2442,625,2,1,Success,,,,,
3.427,0.000204067,2444,625,2,1,Success,,,,,
3.233,0.000203765,2446,625,2,1,Success,,,,,
4.043,0.000204297,2448,625,2,1,Success,,,,,
4.644,0.000203483,2450,625,2,1,Success,,,,,
4.042,0.000203263,2452,625,2,1,Success,,,,,
4.069,0.000203882,2454,625,2,1,Success,,,,,
3.911,0.000203451,2456,625,2,1,Success,,,,,
3.579,0.000204434,2458,625,2,1,Success,,,,,
3.367,0.000204187,2460,625,2,1,Success,,,,,
3.201,0.000203332,2462,625,2,1,Success,,,,,
3.649,0.000203971,2464,625,2,1,Success,,,,,
3.814,0.000204155,2466,625,2,1,Success,,,,,
3.835,0.000203448,2468,625,2,1,Success,,,,,
3.872,0.000203249,2470,625,2,1,Success,,,,,
3.96,0.000203621,2472,625,2,1,Success,,,,,
3.839,0.000203521,2474,625,2,1,Success,,,,,
3.796,0.000202864,2476,625,2,1,Success,,,,,
3.33,0.000204318,2478,625,2,1,Success,,,,,
4.188,0.000204335,2480,625,2,1,Success,,,,,
4.578,0.000203444,2482,625,2,1,Success,,,,,
3.976,0.000203572,2484,625,2,1,Success,,,,,
4.006,0.000203859,2486,625,2,1,Success,,,,,
3.792,0.000203834,2488,625,2,1,Success,,,,,
3.858,0.000202891,2490,625,2,1,Success,,,,,
3.546,0.000203746,2492,625,2,1,Success,,,,,
3.468,0.00020283,2494,625,2,1,Success,,,,,
3.667,0.000203586,2496,625,2,1,Success,,,,,
3.831,0.000203604,2498,625,2,1,Success,,,,,
4.061,0.000203679,2500,625,2,1,Success,,,,,
4.024,0.000204243,2502,625,2,1,Success,,,,,
3.938,0.000203642,2504,625,2,1,Success,,,,,
3.976,0.000204192,2506,625,2,1,Success,,,,,
3.514,0.000204777,2508,625,2,1,Success,,,,,
3.534,0.000204099,2510,625,2,1,Success,,,,,
4.25,0.000204293,2512,625,2,1,Success,,,,,
4.616,0.000201604,2514,625,2,1,Success,,,,,
4.04,0.000203719,2516,625,2,1,Success,,,,,
3.833,0.000204143,2518,625,2,1,Success,,,,,
3.751,0.00020363,2520,625,2,1,Success,,,,,
3.577,0.000203918,2522,625,2,1,Success,,,,,
3.275,0.00020453,2524,625,2,1,Success,,,,,
3.448,0.000203259,2526,625,2,1,Success,,,,,
3.634,0.00020283,2528,625,2,1,Success,,,,,
3.869,0.000203512,2530,625,2,1,Success,,,,,
4.023,0.000203518,2532,625,2,1,Success,,,,,
4.057,0.000203366,2534,625,2,1,Success,,,,,
4.073,0.000201889,2536,625,2,1,Success,,,,,
3.99,0.000202923,2538,625,2,1,Success,,,,,
3.617,0.000203382,2540,625,2,1,Success,,,,,
3.324,0.000202956,2542,625,2,1,Success,,,,,
3.042,0.000203049,2544,625,2,1,Success,,,,,
4.268,0.000202554,2546,625,2,1,Success,,,,,
4.818,0.000202889,2548,625,2,1,Success,,,,,
4.131,0.000202638,2550,625,2,1,Success,,,,,
3.845,0.000202072,2552,625,2,1,Success,,,,,
3.556,0.000204103,2554,625,2,1,Success,,,,,
3.083,0.000201948,2556,625,2,1,Success,,,,,
2.97,0.000201596,2558,625,2,1,Success,,,,,
3.496,0.000203919,2560,625,2,1,Success,,,,,
3.83,0.000203666,2562,625,2,1,Success,,,,,
3.908,0.000203601,2564,625,2,1,Success,,,,,
4.07,0.000203004,2566,625,2,1,Success,,,,,
4,0.000202514,2568,625,2,1,Success,,,,,
3.781,0.000202463,2570,625,2,1,Success,,,,,
3.736,0.000201618,2572,625,2,1,Success,,,,,
3,0.000202488,2574,625,2,1,Success,,,,,
3.025,0.000201819,2576,625,2,1,Success,,,,,
4.139,0.000202152,2578,625,2,1,Success,,,,,
4.845,0.000202125,2580,625,2,1,Success,,,,,
4.133,0.000203084,2582,625,2,1,Success,,,,,
3.802,0.000202977,2584,625,2,1,Success,,,,,
3.62,0.000204093,2586,625,2,1,Success,,,,,
3.349,0.00020211,2588,625,2,1,Success,,,,,
3.168,0.000201571,2590,625,2,1,Success,,,,,
3.428,0.000201567,2592,625,2,1,Success,,,,,
3.786,0.000202344,2594,625,2,1,Success,,,,,
3.939,0.000201072,2596,625,2,1,Success,,,,,
4.173,0.000201071,2598,625,2,1,Success,,,,,
3.967,0.000202542,2600,625,2,1,Success,,,,,
3.839,0.000201607,2602,625,2,1,Success,,,,,
3.689,0.000201859,2604,625,2,1,Success,,,,,
3.197,0.000201102,2606,625,2,1,Success,,,,,
3.356,0.000201247,2608,625,2,1,Success,,,,,
3.595,0.000201057,2610,625,2,1,Success,,,,,
4.476,0.0002031,2612,625,2,1,Success,,,,,
4.718,0.000202731,2614,625,2,1,Success,,,,,
3.88,0.000203658,2616,625,2,1,Success,,,,,
3.642,0.000202464,2618,625,2,1,Success,,,,,
3.246,0.000201887,2620,625,2,1,Success,,,,,
3.227,0.000201362,2622,625,2,1,Success,,,,,
3.243,0.000201566,2624,625,2,1,Success,,,,,
3.763,0.000201853,2626,625,2,1,Success,,,,,
4.027,0.000201832,2628,625,2,1,Success,,,,,
3.984,0.000201972,2630,625,2,1,Success,,,,,
4.08,0.00020234,2632,625,2,1,Success,,,,,
4.038,0.000202116,2634,625,2,1,Success,,,,,
3.81,0.000202756,2636,625,2,1,Success,,,,,
3.485,0.000202573,2638,625,2,1,Success,,,,,
3.231,0.000202988,2640,625,2,1,Success,,,,,
3.347,0.000204012,2642,625,2,1,Success,,,,,
4.352,0.000203867,2644,625,2,1,Success,,,,,
4.856,0.000204525,2646,625,2,1,Success,,,,,
4.165,0.000203855,2648,625,2,1,Success,,,,,
3.777,0.000203426,2650,625,2,1,Success,,,,,
3.559,0.000202796,2652,625,2,1,Success,,,,,
3.261,0.000202842,2654,625,2,1,Success,,,,,
3.186,0.000202241,2656,625,2,1,Success,,,,,
3.565,0.000202904,2658,625,2,1,Success,,,,,
3.886,0.000202319,2660,625,2,1,Success,,,,,
3.979,0.000201061,2662,625,2,1,Success,,,,,
4.026,0.000203616,2664,625,2,1,Success,,,,,
3.938,0.000202986,2666,625,2,1,Success,,,,,
3.85,0.000204365,2668,625,2,1,Success,,,,,
3.58,0.000202938,2670,625,2,1,Success,,,,,
3.559,0.000202712,2672,625,2,1,Success,,,,,
3.587,0.000202444,2674,625,2,1,Success,,,,,
4.419,0.000202879,2676,625,2,1,Success,,,,,
4.842,0.000203645,2678,625,2,1,Success,,,,,
4.042,0.000203221,2680,625,2,1,Success,,,,,
3.753,0.000201581,2682,625,2,1,Success,,,,,
3.667,0.000200963,2684,625,2,1,Success,,,,,
3.561,0.000201736,2686,625,2,1,Success,,,,,
3.502,0.000201539,2688,625,2,1,Success,,,,,
3.829,0.000201943,2690,625,2,1,Success,,,,,
3.915,0.000202542,2692,625,2,1,Success,,,,,
3.887,0.000201893,2694,625,2,1,Success,,,,,
3.96,0.000202855,2696,625,2,1,Success,,,,,
3.943,0.000201529,2698,625,2,1,Success,,,,,
3.764,0.000201203,2700,625,2,1,Success,,,,,
3.68,0.000199698,2702,625,2,1,Success,,,,,
3.455,0.000201654,2704,625,2,1,Success,,,,,
3.325,0.000201168,2706,625,2,1,Success,,,,,
3.318,0.000200892,2708,625,2,1,Success,,,,,
4.723,0.000200559,2710,625,2,1,Success,,,,,
4.777,0.000201957,2712,625,2,1,Success,,,,,
3.918,0.000201013,2714,625,2,1,Success,,,,,
3.595,0.000201405,2716,625,2,1,Success,,,,,
3.283,0.000201248,2718,625,2,1,Success,,,,,
2.901,0.000202434,2720,625,2,1,Success,,,,,
3.566,0.000201929,2722,625,2,1,Success,,,,,
3.932,0.000201994,2724,625,2,1,Success,,,,,
4.071,0.00020241,2726,625,2,1,Success,,,,,
4.22,0.000203273,2728,625,2,1,Success,,,,,
4.052,0.000202934,2730,625,2,1,Success,,,,,
4.009,0.000202933,2732,625,2,1,Success,,,,,
3.62,0.000202491,2734,625,2,1,Success,,,,,
3.352,0.00020133,2736,625,2,1,Success,,,,,
3.043,0.00020186,2738,625,2,1,Success,,,,,
3.54,0.000201075,2740,625,2,1,Success,,,,,
4.616,0.000201525,2742,625,2,1,Success,,,,,
4.786,0.000202613,2744,625,2,1,Success,,,,,
3.887,0.000203027,2746,625,2,1,Success,,,,,
3.784,0.000203542,2748,625,2,1,Success,,,,,
3.509,0.000203397,2750,625,2,1,Success,,,,,
3.122,0.000200891,2752,625,2,1,Success,,,,,
3.263,0.000201684,2754,625,2,1,Success,,,,,
3.821,0.000201495,2756,625,2,1,Success,,,,,
4.046,0.000201244,2758,625,2,1,Success,,,,,
4.13,0.000201605,2760,625,2,1,Success,,,,,
3.994,0.000201461,2762,625,2,1,Success,,,,,
3.875,0.000202108,2764,625,2,1,Success,,,,,
3.756,0.000202536,2766,625,2,1,Success,,,,,
3.605,0.000203134,2768,625,2,1,Success,,,,,
3.494,0.000203312,2770,625,2,1,Success,,,,,
3.613,0.000202488,2772,625,2,1,Success,,,,,
4.273,0.00020262,2774,625,2,1,Success,,,,,
4.65,0.000202686,2776,625,2,1,Success,,,,,
3.945,0.00020067,2778,625,2,1,Success,,,,,
3.903,0.000203737,2780,625,2,1,Success,,,,,
3.676,0.000203794,2782,625,2,1,Success,,,,,
3.486,0.000203322,2784,625,2,1,Success,,,,,
3.636,0.000202306,2786,625,2,1,Success,,,,,
3.671,0.000202967,2788,625,2,1,Success,,,,,
3.773,0.000202773,2790,625,2,1,Success,,,,,
3.924,0.000201293,2792,625,2,1,Success,,,,,
4.047,0.000202219,2794,625,2,1,Success,,,,,
3.999,0.000202114,2796,625,2,1,Success,,,,,
3.735,0.000202033,2798,625,2,1,Success,,,,,
3.482,0.000201479,2800,625,2,1,Success,,,,,
3.535,0.000201405,2802,625,2,1,Success,,,,,
3.445,0.000201964,2804,625,2,1,Success,,,,,
3.503,0.00020206,2806,625,2,1,Success,,,,,
4.317,0.000203388,2808,625,2,1,Success,,,,,
4.701,0.000200764,2810,625,2,1,Success,,,,,
3.825,0.000201072,2812,625,2,1,Success,,,,,
3.659,0.00020116,2814,625,2,1,Success,,,,,
3.38,0.000201592,2816,625,2,1,Success,,,,,
3.213,0.000201574,2818,625,2,1,Success,,,,,
3.456,0.000201577,2820,625,2,1,Success,,,,,
3.823,0.000202564,2822,625,2,1,Success,,,,,
4.041,0.000201575,2824,625,2,1,Success,,,,,
4.187,0.000201548,2826,625,2,1,Success,,,,,
4.02,0.000201916,2828,625,2,1,Success,,,,,
3.625,0.000201216,2830,625,2,1,Success,,,,,
3.573,0.000200121,2832,625,2,1,Success,,,,,
3.315,0.000202681,2834,625,2,1,Success,,,,,
3.064,0.00020194,2836,625,2,1,Success,,,,,
3.619,0.000202055,2838,625,2,1,Success,,,,,
4.759,0.000201286,2840,625,2,1,Success,,,,,
4.777,0.000201974,2842,625,2,1,Success,,,,,
3.847,0.000201749,2844,625,2,1,Success,,,,,
3.657,0.0002011,2846,625,2,1,Success,,,,,
2.862,0.000201831,2848,625,2,1,Success,,,,,
2.947,0.000202144,2850,625,2,1,Success,,,,,
3.485,0.000202686,2852,625,2,1,Success,,,,,
0.96,0.000202487,2854,625,2,1,Success,,,,,
2.075,0.00020233,2856,625,2,1,Success,,,,,
0.184,0.000201295,2858,625,2,1,Success,,,,,
4.505,0.000282931,94,625,2,1,Success,,,,,
4.465,0.000287801,96,625,2,1,Success,,,,,
4.502,0.000292173,98,625,2,1,Success,,,,,
4.504,0.000292755,100,625,2,1,Success,,,,,
4.489,0.000294473,102,625,2,1,Success,,,,,
4.561,0.00029566,104,625,2,1,Success,,,,,
5.169,0.00029159,106,625,2,1,Success,,,,,
5.202,0.000307264,108,625,2,1,Success,,,,,
4.452,0.000308198,110,625,2,1,Success,,,,,
4.443,0.000308767,112,625,2,1,Success,,,,,
4.52,0.000309998,114,625,2,1,Success,,,,,
4.514,0.000310714,116,625,2,1,Success,,,,,
0,0.000307877,118,625,2,1,Success,,,,,
4.461,0.000314203,120,625,2,1,Success,,,,,
4.515,0.000306402,122,625,2,1,Success,,,,,
4.552,0.000305306,124,625,2,1,Success,,,,,
4.541,0.000305441,126,625,2,1,Success,,,,,
4.464,0.000308241,128,625,2,1,Success,,,,,
4.462,0.000313655,130,625,2,1,Success,,,,,
4.589,0.000301406,132,625,2,1,Success,,,,,
4.498,0.00030341,134,625,2,1,Success,,,,,
4.533,0.000303354,136,625,2,1,Success,,,,,
5.15,0.000307785,138,625,2,1,Success,,,,,
5.263,0.000308698,140,625,2,1,Success,,,,,
4.499,0.000311726,142,625,2,1,Success,,,,,
4.438,0.000314618,144,625,2,1,Success,,,,,
4.439,0.000313894,146,625,2,1,Success,,,,,
4.527,0.000319896,148,625,2,1,Success,,,,,
4.519,0.000321321,150,625,2,1,Success,,,,,
4.528,0.000322606,152,625,2,1,Success,,,,,
4.382,0.000324043,154,625,2,1,Success,,,,,
4.474,0.000323653,156,625,2,1,Success,,,,,
4.416,0.000323701,158,625,2,1,Success,,,,,
4.565,0.000325524,160,625,2,1,Success,,,,,
4.537,0.000323276,162,625,2,1,Success,,,,,
4.33,0.000324815,164,625,2,1,Success,,,,,
4.368,0.000322688,166,625,2,1,Success,,,,,
4.504,0.000321362,168,625,2,1,Success,,,,,
4.634,0.000326142,170,625,2,1,Success,,,,,
5.122,0.000333298,172,625,2,1,Success,,,,,
5.06,0.000328586,174,625,2,1,Success,,,,,
4.618,0.000327085,176,625,2,1,Success,,,,,
4.534,0.000330087,178,625,2,1,Success,,,,,
4.253,0.000329043,180,625,2,1,Success,,,,,
4.152,0.000330708,182,625,2,1,Success,,,,,
4.482,0.000329787,184,625,2,1,Success,,,,,
4.589,0.000320641,186,625,2,1,Success,,,,,
4.504,0.000318555,188,625,2,1,Success,,,,,
4.294,0.000319501,190,625,2,1,Success,,,,,
4.176,0.000323675,192,625,2,1,Success,,,,,
4.472,0.00032782,194,625,2,1,Success,,,,,
4.672,0.000327507,196,625,2,1,Success,,,,,
4.471,0.000326613,198,625,2,1,Success,,,,,
4.229,0.000327052,200,625,2,1,Success,,,,,
4.124,0.000329911,202,625,2,1,Success,,,,,
5.24,0.000328019,204,625,2,1,Success,,,,,
4.976,0.000331686,206,625,2,1,Success,,,,,
4.186,0.000338649,208,625,2,1,Success,,,,,
4.464,0.000337612,210,625,2,1,Success,,,,,
4.59,0.000334858,212,625,2,1,Success,,,,,
4.309,0.000333032,214,625,2,1,Success,,,,,
3.994,0.000311945,216,625,2,1,Success,,,,,
4.163,0.000313837,218,625,2,1,Success,,,,,
4.542,0.000305463,220,625,2,1,Success,,,,,
4.61,0.000303861,222,625,2,1,Success,,,,,
4.405,0.000303112,224,625,2,1,Success,,,,,
4.024,0.000302839,226,625,2,1,Success,,,,,
3.947,0.000301582,228,625,2,1,Success,,,,,
4.533,0.000298711,230,625,2,1,Success,,,,,
4.726,0.000301557,232,625,2,1,Success,,,,,
4.439,0.000300755,234,625,2,1,Success,,,,,
3.942,0.000300337,236,625,2,1,Success,,,,,
4.995,0.000301158,238,625,2,1,Success,,,,,
5.204,0.000298055,240,625,2,1,Success,,,,,
3.755,0.000296479,242,625,2,1,Success,,,,,
4.21,0.00029649,244,625,2,1,Success,,,,,
4.622,0.000298707,246,625,2,1,Success,,,,,
4.615,0.00029782,248,625,2,1,Success,,,,,
4.103,0.000296366,250,625,2,1,Success,,,,,
3.852,0.000301931,252,625,2,1,Success,,,,,
4.294,0.000305573,254,625,2,1,Success,,,,,
4.683,0.000299921,256,625,2,1,Success,,,,,
4.497,0.000300351,258,625,2,1,Success,,,,,
3.976,0.000300617,260,625,2,1,Success,,,,,
3.931,0.000299914,262,625,2,1,Success,,,,,
4.432,0.000298135,264,625,2,1,Success,,,,,
4.669,0.000299656,266,625,2,1,Success,,,,,
4.346,0.000299458,268,625,2,1,Success,,,,,
4.656,0.000300943,270,625,2,1,Success,,,,,
5.287,0.00030175,272,625,2,1,Success,,,,,
4.304,0.000302125,274,625,2,1,Success,,,,,
3.734,0.000308256,276,625,2,1,Success,,,,,
4.074,0.000307281,278,625,2,1,Success,,,,,
4.628,0.000303173,280,625,2,1,Success,,,,,
4.602,0.000303396,282,625,2,1,Success,,,,,
4.078,0.000302075,284,625,2,1,Success,,,,,
3.757,0.000301271,286,625,2,1,Success,,,,,
4.336,0.000302256,288,625,2,1,Success,,,,,
4.669,0.000301385,290,625,2,1,Success,,,,,
4.522,0.000302049,292,625,2,1,Success,,,,,
4.05,0.000310299,294,625,2,1,Success,,,,,
3.784,0.0003086,296,625,2,1,Success,,,,,
4.449,0.000308156,298,625,2,1,Success,,,,,
4.667,0.000308292,300,625,2,1,Success,,,,,
4.92,0.000306186,302,625,2,1,Success,,,,,
5.026,0.000301812,304,625,2,1,Success,,,,,
4.608,0.000301498,306,625,2,1,Success,,,,,
4.275,0.000304814,308,625,2,1,Success,,,,,
3.922,0.000308278,310,625,2,1,Success,,,,,
4.125,0.000311209,312,625,2,1,Success,,,,,
4.511,0.000310068,314,625,2,1,Success,,,,,
4.587,0.000309634,316,625,2,1,Success,,,,,
4.211,0.000310817,318,625,2,1,Success,,,,,
3.829,0.000307294,320,625,2,1,Success,,,,,
4.266,0.000306477,322,625,2,1,Success,,,,,
4.568,0.000305241,324,625,2,1,Success,,,,,
4.501,0.000305282,326,625,2,1,Success,,,,,
4.174,0.000304277,328,625,2,1,Success,,,,,
4.007,0.000304847,330,625,2,1,Success,,,,,
4.261,0.000306529,332,625,2,1,Success,,,,,
4.584,0.000302234,334,625,2,1,Success,,,,,
5.018,0.000301391,336,625,2,1,Success,,,,,
4.811,0.000299052,338,625,2,1,Success,,,,,
4.647,0.000299654,340,625,2,1,Success,,,,,
4.442,0.000299358,342,625,2,1,Success,,,,,
3.861,0.000299249,344,625,2,1,Success,,,,,
3.941,0.000302499,346,625,2,1,Success,,,,,
4.478,0.00029973,348,625,2,1,Success,,,,,
4.656,0.000301374,350,625,2,1,Success,,,,,
4.379,0.000298436,352,625,2,1,Success,,,,,
3.793,0.000300791,354,625,2,1,Success,,,,,
3.971,0.000312857,356,625,2,1,Success,,,,,
4.51,0.00030921,358,625,2,1,Success,,,,,
4.641,0.000309631,360,625,2,1,Success,,,,,
4.298,0.000312145,362,625,2,1,Success,,,,,
3.7,0.000311427,364,625,2,1,Success,,,,,
4.023,0.000310132,366,625,2,1,Success,,,,,
5.275,0.000310541,368,625,2,1,Success,,,,,
4.692,0.000304777,370,625,2,1,Success,,,,,
3.871,0.000304211,372,625,2,1,Success,,,,,
4.572,0.000302522,374,625,2,1,Success,,,,,
4.666,0.00030179,376,625,2,1,Success,,,,,
4.251,0.000300269,378,625,2,1,Success,,,,,
3.41,0.000301679,380,625,2,1,Success,,,,,
4.126,0.000300228,382,625,2,1,Success,,,,,
4.637,0.00030047,384,625,2,1,Success,,,,,
4.628,0.00030218,386,625,2,1,Success,,,,,
4.136,0.000301853,388,625,2,1,Success,,,,,
3.483,0.000304606,390,625,2,1,Success,,,,,
4.108,0.000303428,392,625,2,1,Success,,,,,
4.684,0.000299914,394,625,2,1,Success,,,,,
4.613,0.000298534,396,625,2,1,Success,,,,,
4.111,0.000299937,398,625,2,1,Success,,,,,
4.547,0.000303508,400,625,2,1,Success,,,,,
5.34,0.000304579,402,625,2,1,Success,,,,,
4.171,0.000303702,404,625,2,1,Success,,,,,
3.561,0.000303895,406,625,2,1,Success,,,,,
4.006,0.000303394,408,625,2,1,Success,,,,,
4.566,0.000301005,410,625,2,1,Success,,,,,
4.665,0.000302508,412,625,2,1,Success,,,,,
4.26,0.000305955,414,625,2,1,Success,,,,,
3.845,0.000303878,416,625,2,1,Success,,,,,
3.959,0.000305375,418,625,2,1,Success,,,,,
4.433,0.000303331,420,625,2,1,Success,,,,,
4.677,0.000302448,422,625,2,1,Success,,,,,
4.332,0.000303674,424,625,2,1,Success,,,,,
3.733,0.000299128,426,625,2,1,Success,,,,,
3.868,0.000296304,428,625,2,1,Success,,,,,
4.295,0.000295732,430,625,2,1,Success,,,,,
4.572,0.00030129,432,625,2,1,Success,,,,,
4.954,0.000300209,434,625,2,1,Success,,,,,
4.813,0.000300737,436,625,2,1,Success,,,,,
4.576,0.00029666,438,625,2,1,Success,,,,,
4.616,0.000294896,440,625,2,1,Success,,,,,
4.071,0.000296927,442,625,2,1,Success,,,,,
3.606,0.000297739,444,625,2,1,Success,,,,,
4.141,0.000298337,446,625,2,1,Success,,,,,
4.515,0.00029684,448,625,2,1,Success,,,,,
4.678,0.000297099,450,625,2,1,Success,,,,,
4.253,0.00029383,452,625,2,1,Success,,,,,
3.6,0.000291774,454,625,2,1,Success,,,,,
3.958,0.000290297,456,625,2,1,Success,,,,,
4.395,0.000289484,458,625,2,1,Success,,,,,
4.601,0.000295242,460,625,2,1,Success,,,,,
4.441,0.000295541,462,625,2,1,Success,,,,,
3.969,0.000294562,464,625,2,1,Success,,,,,
4.756,0.000296694,466,625,2,1,Success,,,,,
5.304,0.000297456,468,625,2,1,Success,,,,,
4.155,0.000297921,470,625,2,1,Success,,,,,
3.806,0.000299034,472,625,2,1,Success,,,,,
3.96,0.000297647,474,625,2,1,Success,,,,,
4.446,0.000295562,476,625,2,1,Success,,,,,
4.656,0.000298777,478,625,2,1,Success,,,,,
4.361,0.000297221,480,625,2,1,Success,,,,,
3.839,0.000294473,482,625,2,1,Success,,,,,
3.712,0.000296265,484,625,2,1,Success,,,,,
4.321,0.000294384,486,625,2,1,Success,,,,,
4.685,0.000297779,488,625,2,1,Success,,,,,
4.571,0.000289977,490,625,2,1,Success,,,,,
3.961,0.000288877,492,625,2,1,Success,,,,,
3.582,0.000291493,494,625,2,1,Success,,,,,
4.07,0.000292413,496,625,2,1,Success,,,,,
5.299,0.000290148,498,625,2,1,Success,,,,,
4.743,0.000293198,500,625,2,1,Success,,,,,
3.82,0.000292489,502,625,2,1,Success,,,,,
4.274,0.000291216,504,625,2,1,Success,,,,,
4.622,0.000296535,506,625,2,1,Success,,,,,
4.573,0.000296514,508,625,2,1,Success,,,,,
4.071,0.000294967,510,625,2,1,Success,,,,,
3.781,0.000300848,512,625,2,1,Success,,,,,
3.986,0.000297489,514,625,2,1,Success,,,,,
4.448,0.000297373,516,625,2,1,Success,,,,,
4.559,0.000298095,518,625,2,1,Success,,,,,
4.445,0.000299132,520,625,2,1,Success,,,,,
3.917,0.000299093,522,625,2,1,Success,,,,,
3.792,0.000303109,524,625,2,1,Success,,,,,
4.195,0.000302084,526,625,2,1,Success,,,,,
4.554,0.000298268,528,625,2,1,Success,,,,,
4.561,0.00029361,530,625,2,1,Success,,,,,
4.762,0.000293047,532,625,2,1,Success,,,,,
4.886,0.000291823,534,625,2,1,Success,,,,,
4.622,0.000290122,536,625,2,1,Success,,,,,
4.57,0.000290401,538,625,2,1,Success,,,,,
3.98,0.000289281,540,625,2,1,Success,,,,,
3.56,0.00028871,542,625,2,1,Success,,,,,
4.008,0.000284999,544,625,2,1,Success,,,,,
4.474,0.000289577,546,625,2,1,Success,,,,,
4.613,0.000292956,548,625,2,1,Success,,,,,
4.391,0.000291224,550,625,2,1,Success,,,,,
3.897,0.000289136,552,625,2,1,Success,,,,,
3.839,0.000289348,554,625,2,1,Success,,,,,
4.186,0.000287504,556,625,2,1,Success,,,,,
4.503,0.000287299,558,625,2,1,Success,,,,,
4.628,0.000293626,560,625,2,1,Success,,,,,
4.323,0.00029157,562,625,2,1,Success,,,,,
4.358,0.000291533,564,625,2,1,Success,,,,,
5.109,0.000292443,566,625,2,1,Success,,,,,
4.552,0.000293477,568,625,2,1,Success,,,,,
4.122,0.000292628,570,625,2,1,Success,,,,,
3.724,0.000291006,572,625,2,1,Success,,,,,
3.95,0.000292157,574,625,2,1,Success,,,,,
4.315,0.000289788,576,625,2,1,Success,,,,,
4.666,0.000291842,578,625,2,1,Success,,,,,
4.538,0.00029193,580,625,2,1,Success,,,,,
3.994,0.000291637,582,625,2,1,Success,,,,,
3.771,0.000291167,584,625,2,1,Success,,,,,
3.969,0.000290357,586,625,2,1,Success,,,,,
4.234,0.000290396,588,625,2,1,Success,,,,,
4.57,0.000289793,590,625,2,1,Success,,,,,
4.491,0.000289109,592,625,2,1,Success,,,,,
4.152,0.000288688,594,625,2,1,Success,,,,,
3.706,0.000288018,596,625,2,1,Success,,,,,
5.015,0.00028706,598,625,2,1,Success,,,,,
5.258,0.000286268,600,625,2,1,Success,,,,,
3.883,0.000284369,602,625,2,1,Success,,,,,
3.654,0.000286595,604,625,2,1,Success,,,,,
4.089,0.000286378,606,625,2,1,Success,,,,,
4.516,0.000285826,608,625,2,1,Success,,,,,
4.678,0.000286405,610,625,2,1,Success,,,,,
4.519,0.000286346,612,625,2,1,Success,,,,,
3.981,0.00028548,614,625,2,1,Success,,,,,
3.714,0.000285226,616,625,2,1,Success,,,,,
4.174,0.000286443,618,625,2,1,Success,,,,,
4.562,0.000285523,620,625,2,1,Success,,,,,
4.654,0.000284672,622,625,2,1,Success,,,,,
4.404,0.00028438,624,625,2,1,Success,,,,,
3.96,0.000280884,626,625,2,1,Success,,,,,
3.621,0.000284735,628,625,2,1,Success,,,,,
5.133,0.000285347,630,625,2,1,Success,,,,,
5.158,0.000285464,632,625,2,1,Success,,,,,
3.859,0.000285094,634,625,2,1,Success,,,,,
3.89,0.000282369,636,625,2,1,Success,,,,,
4.152,0.000285674,638,625,2,1,Success,,,,,
4.632,0.000285793,640,625,2,1,Success,,,,,
4.588,0.000285453,642,625,2,1,Success,,,,,
4.236,0.000287173,644,625,2,1,Success,,,,,
3.845,0.000286399,646,625,2,1,Success,,,,,
3.908,0.000287561,648,625,2,1,Success,,,,,
4.272,0.000286231,650,625,2,1,Success,,,,,
4.529,0.000286655,652,625,2,1,Success,,,,,
4.58,0.000283927,654,625,2,1,Success,,,,,
4.308,0.000285651,656,625,2,1,Success,,,,,
3.84,0.000284134,658,625,2,1,Success,,,,,
4.016,0.000283979,660,625,2,1,Success,,,,,
5.152,0.000280737,662,625,2,1,Success,,,,,
5.107,0.000286018,664,625,2,1,Success,,,,,
3.995,0.000287565,666,625,2,1,Success,,,,,
3.928,0.000291884,668,625,2,1,Success,,,,,
4.228,0.000286423,670,625,2,1,Success,,,,,
4.39,0.000285447,672,625,2,1,Success,,,,,
4.485,0.000282086,674,625,2,1,Success,,,,,
4.391,0.000283111,676,625,2,1,Success,,,,,
4.077,0.000282384,678,625,2,1,Success,,,,,
4.03,0.000282073,680,625,2,1,Success,,,,,
4.192,0.000279635,682,625,2,1,Success,,,,,
4.48,0.000282282,684,625,2,1,Success,,,,,
4.469,0.000282859,686,625,2,1,Success,,,,,
4.383,0.000282958,688,625,2,1,Success,,,,,
4.187,0.000282963,690,625,2,1,Success,,,,,
4.084,0.000281654,692,625,2,1,Success,,,,,
4.181,0.000281025,694,625,2,1,Success,,,,,
5.051,0.00028209,696,625,2,1,Success,,,,,
5.061,0.000282853,698,625,2,1,Success,,,,,
4.075,0.000282431,700,625,2,1,Success,,,,,
4.158,0.000283397,702,625,2,1,Success,,,,,
4.262,0.000282312,704,625,2,1,Success,,,,,
4.268,0.000286522,706,625,2,1,Success,,,,,
4.59,0.000283276,708,625,2,1,Success,,,,,
4.414,0.000283737,710,625,2,1,Success,,,,,
4.263,0.000283457,712,625,2,1,Success,,,,,
4.096,0.000283329,714,625,2,1,Success,,,,,
3.914,0.000282428,716,625,2,1,Success,,,,,
